,Platform_ORF,logFC,AveExpr,F,P.Value,adj.P.Val,GO.Function,GO.Component,GO.Process,Gene.symbol,Chromosome.annotation,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
2726,orf19.13650,0.214704722,0.046295279,1.076007123,0.382401895,0.537489632,molecular_function,transcriptionally active chromatin,"mRNA splicing, via spliceosome",NA,Contig20241:156844..158976,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2727,orf19.12470,0.011814641,-0.204814641,1.075784907,0.382470002,0.537510242,GTPase regulator activity,nucleus///cytoplasm,biological_process,NA,Contig20216:complement(210824..209478),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2728,orf19.13190,0.148766114,-0.165266114,1.075013718,0.382706478,0.537719558,nucleotide binding///U2 snRNA binding,U2-type spliceosomal complex///U2 snRNP,U2-type prespliceosome assembly///RNA folding,CUS2,Contig20233:complement(129636..128785),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2729,orf19.11639,-0.098143143,-0.249606857,1.074586985,0.382837408,0.537838697,molecular_function,endosome///actin cortical patch///cytosol///plasma membrane,protein targeting to vacuole///protein localization to plasma membrane///receptor-mediated endocytosis///response to pheromone,NA,Contig20200:11145..14363,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2730,orf19.12353,-0.416005127,-0.089494873,1.073992599,0.383019869,0.53798231,nucleic acid binding///nucleotide binding,cellular_component,biological_process,NA,Contig20215:359153..359986,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2731,orf19.11906,0.351704916,0.015295084,1.070187835,0.384190369,0.539325094,molecular_function,cellular_component,biological_process,NA,Contig20205:11215..12654,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2732,orf19.10792,0.085701305,-0.253701305,1.069343259,0.384450792,0.539464784,mannosyltransferase activity///mannosyltransferase activity,cellular_component,"beta-1,2-oligomannoside biosynthetic process///beta-1,2-oligomannoside biosynthetic process///protein O-linked mannosylation///beta-1,2-oligomannoside metabolic process",NA,Contig20172:147356..149128,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2733,orf19.11961,0.652935393,0.128841092,1.085027169,0.384557073,0.539501014,mating pheromone activity///mating pheromone activity///mating pheromone activity///mating pheromone activity///mating pheromone activity,cellular_component,response to pheromone triggering conjugation with cellular fusion///response to pheromone triggering conjugation with cellular fusion///cell morphogenesis involved in conjugation with cellular fusion///cell morphogenesis involved in conjugation with cellular fusion///mitotic cell cycle G1 arrest in response to pheromone///cellular response to pheromone///cellular response to pheromone,NA,Contig20206:complement(46707..46276),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2734,orf19.10724,-0.224689502,-0.370060498,1.067991,0.384868209,0.539711659,"stretch-activated, cation-selective, calcium channel activity///calcium channel activity///calcium channel activity///calcium channel activity///calcium channel activity",membrane///endoplasmic reticulum///plasma membrane///cell surface///cell surface,unidimensional cell growth///conidium formation///calcium ion import across plasma membrane///fungal-type cell wall organization///calcium ion transport///calcium ion import across plasma membrane///fungal-type cell wall organization///calcium ion transport///calcium ion transport///hyphal growth///regulation of phosphoprotein phosphatase activity///phytochrome chromophore biosynthetic process///cellular response to mechanical stimulus,MID1,Contig20171:complement(11393..9714),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2735,orf19.9566,-0.034369426,0.212869426,1.066402863,0.38535915,0.540061263,protein-macromolecule adaptor activity,integral component of membrane///endoplasmic reticulum membrane,ergosterol biosynthetic process///demethylation,erg28,Contig20139:59478..59894,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2736,orf19.8787,0.271836516,-0.346586516,1.065249405,0.385716202,0.540222908,protein kinase activity///ATP binding///protein tyrosine kinase activity,cellular_component,cell wall integrity MAPK cascade,NA,Contig20099:41450..44035,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2737,orf19.11878,0.306392876,-0.171642876,1.063903363,0.386133383,0.540731899,molecular_function,anaphase-promoting complex,regulation of mitotic metaphase/anaphase transition///anaphase-promoting complex-dependent catabolic process,NA,Contig20203:107095..107841,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2738,orf19.8701,0.375089019,0.212660981,1.063629123,0.386218447,0.54081337,molecular_function,cellular_component,biological_process,NA,Contig20093:2..511,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2739,orf19.11773,-0.059854498,-0.161145502,1.061788659,0.386789918,0.541387461,protein serine/threonine kinase inhibitor activity///protein kinase regulator activity///protein serine/threonine kinase activator activity///protein kinase regulator activity///protein kinase regulator activity///protein kinase regulator activity,CURI complex///protein kinase CK2 complex///UTP-C complex///protein kinase CK2 complex///protein kinase CK2 complex///protein kinase CK2 complex,negative regulation of transcription by RNA polymerase II///peptidyl-threonine phosphorylation///regulation of transcription by RNA polymerase III///peptidyl-serine phosphorylation///protein phosphorylation///regulation of transcription by RNA polymerase I///cellular response to DNA damage stimulus///protein phosphorylation///protein phosphorylation///cellular response to drug,CKB2,Contig20202:147558..148361,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2740,orf19.12955,-0.067473918,-0.272276082,1.061814082,0.386782017,0.541387461,molecular_function,"nucleolus///preribosome, large subunit precursor","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///ribosomal large subunit biogenesis",MAK16,Contig20228:complement(43312..42365),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2741,orf19.10495,-0.209563979,0.134063979,1.06133517,0.386930888,0.541408291,molecular_function,cellular_component,biological_process,NA,Contig20163:complement(109900..109526),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2742,orf19.10170,0.200059325,0.191690675,1.059837155,0.387397005,0.541973205,"DNA-binding transcription factor activity, RNA polymerase II-specific///zinc ion binding///DNA-binding transcription factor activity",host cell nucleus///nucleus,"regulation of transcription, DNA-templated///regulation of transcription, DNA-templated///filamentous growth///growth of unicellular organism as a thread of attached cells///regulation of growth of unicellular organism as a thread of attached cells",NA,Contig20155:23430..25019,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2743,orf19.8266,-0.160379352,-0.345370648,1.058994819,0.387659406,0.542246486,molecular_function,membrane,transmembrane transport,LYP1,Contig20063:complement(46768..45179),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2744,orf19.10238,-0.656000411,0.715500411,1.058950512,0.387673215,0.542246486,molecular_function,cellular_component,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///box C/D snoRNP assembly",HIT1,Contig20158:complement(109339..108902),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2745,orf19.14158,-0.21853943,0.01653943,1.057887275,0.388004757,0.542521597,"transferase activity, transferring acyl groups other than amino-acyl groups///oxidoreductase activity",cellular_component,oxidation-reduction process///protein targeting to membrane,AST2,Contig20257:complement(4753..3704),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2746,orf19.11406,-0.372072895,-0.096080376,1.072429257,0.388358263,0.54281084,molecular_function,cellular_component,biological_process,NA,Contig20194:complement(50696..49557),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2747,orf19.12043,0.448187467,0.148812533,1.05615426,0.388545901,0.542900861,lysophospholipase activity,lipid droplet,lipid homeostasis,NA,Contig20212:18661..20331,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2748,orf19.13372,0.151903778,-0.215903778,1.055695682,0.38868925,0.542988003,NA,NA,NA,FAS2,Contig20236:complement(180720..178306)///Contig20236:complement(178305..177826)///Contig20236:complement(177783..175066),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2749,orf19.10224,0.305764289,0.214735711,1.055393516,0.38878374,0.543044576,ribosome binding,ribosome///nucleolus///cytoplasm///polysome,'de novo' cotranslational protein folding///ribosomal subunit export from nucleus///translational frameshifting///rRNA processing///regulation of translational fidelity,ZUO1,Contig20158:89377..90660,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2750,orf19.10391,0.232198113,0.053301887,1.05466519,0.389011613,0.543287412,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity///DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity///DNA binding///ATP binding///DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity///DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity","nucleus///DNA replication termination region///chromosome, centromeric core domain///transcriptionally active chromatin///synaptonemal complex///nuclear chromatin",filamentous growth of a population of unicellular organisms in response to neutral pH///filamentous growth of a population of unicellular organisms in response to starvation///cellular response to neutral pH///cellular response to starvation///filamentous growth///mitotic sister chromatid separation///chromatin assembly or disassembly///gene looping///resolution of meiotic recombination intermediates///replication fork progression beyond termination site///chromatin remodeling at centromere///mitotic DNA integrity checkpoint///DNA strand elongation involved in DNA replication///mitotic chromosome condensation///reciprocal meiotic recombination///regulation of mitotic recombination///chromatin organization///rRNA transcription///DNA topological change///DNA topological change,TOP2,Contig20162:complement(14058..9673),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2751,orf19.13396,0.208123678,0.637376322,1.052729011,0.389618187,0.543870218,zinc ion binding///nucleic acid binding///DNA-binding transcription factor activity,cellular_component,"regulation of transcription, DNA-templated///single-species biofilm formation on inanimate substrate///regulation of transcription by RNA polymerase II///positive regulation of cell-substrate adhesion///positive regulation of cell adhesion involved in single-species biofilm formation",NA,Contig20236:231987..232847,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2752,orf19.12707,0.805550604,-0.482800604,1.051671695,0.389949919,0.544164105,DNA replication origin binding///ATP binding///protein serine/threonine kinase activity///chromatin binding///GTP binding///GTPase activity///ATPase activity,DNA replication preinitiation complex///nucleus///nuclear pre-replicative complex///nuclear chromatin,regulation of protein localization to chromatin///regulation of DNA-dependent DNA replication initiation///regulation of chromatin silencing at telomere///pre-replicative complex assembly involved in nuclear cell cycle DNA replication///positive regulation of protein phosphorylation///G1/S transition of mitotic cell cycle///positive regulation of DNA replication initiation///mitotic DNA replication checkpoint,CDC6,Contig20223:complement(51907..50462),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2753,orf19.11936,-0.057000875,0.244250875,1.051413591,0.390030952,0.544219797,amino acid transmembrane transporter activity,integral component of membrane///plasma membrane///extracellular vesicle,S-adenosyl-L-methionine transport///amino acid transmembrane transport,GAP4,Contig20205:complement(93044..91221),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2754,orf19.8171,0.251342734,-0.138092734,1.051025609,0.390152799,0.544311194,phosphatidylinositol N-acetylglucosaminyltransferase activity,integral component of membrane///glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,GPI anchor biosynthetic process///GPI anchor biosynthetic process///GPI anchor biosynthetic process,GPI2,Contig20053:125573..126496,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2755,orf19.8972,-0.200760885,0.119760885,1.050860413,0.390204694,0.544311194,molecular_function,fungal biofilm matrix,biological_process,NA,Contig20113:72900..73400,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2756,orf19.9526,0.222493084,0.051256916,1.051041043,0.390147951,0.544311194,molecular_function,plasma membrane,biological_process,CVB1,Contig20137:93053..93757,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2757,orf19.13489,-0.218765226,-0.235984774,1.050563087,0.390298117,0.544392349,molecular_function,cellular_component,cellular response to oxidative stress,SVF1,Contig20237:complement(136415..135267),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2758,orf19.9227,-0.080082469,0.265582469,1.050058219,0.390456816,0.54446577,NA,NA,NA,NA,Contig20123:110162..111199,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2759,orf19.13830,-0.534643739,0.403893739,1.047880723,0.391142193,0.545165273,molecular_function,cellular_component,post-Golgi vesicle-mediated transport,NA,Contig20248:34990..37392,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2760,orf19.14058,-0.156924941,0.142924941,1.047650939,0.391214605,0.54522842,nucleic acid binding///nucleotide binding,nucleolus///preribosome,biological_process,NOP13,Contig20254:complement(91997..90807),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2761,orf19.9046,0.111650827,0.138849173,1.046752428,0.391497911,0.545434305,cytochrome-c oxidase activity///cytochrome-c oxidase activity///zinc ion binding,mitochondrion///mitochondrial respiratory chain complex IV///plasma membrane,"mitochondrial electron transport, cytochrome c to oxygen",COX4,Contig20119:52938..53411,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2762,orf19.12385,0.359001772,0.575248228,1.046492376,0.391579955,0.545473046,NA,NA,NA,NA,Contig20216:12957..14267,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2763,orf19.14023,0.151627915,-0.268627915,1.045344339,0.391942399,0.54567562,molecular_function,cellular_component,biological_process,NA,Contig20254:complement(33676..33344),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2764,orf19.8820,0.230876311,0.358123689,1.044187803,0.392307945,0.546041303,amino acid binding///aspartate kinase activity///aspartate kinase activity,cellular_component,homoserine biosynthetic process///threonine biosynthetic process///methionine biosynthetic process,HOM3,Contig20104:32629..34263,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2765,orf19.14046,-0.190156744,0.149741495,1.058085608,0.392744037,0.546337919,molecular_function,cellular_component,biological_process,NA,Contig20254:complement(73963..73379),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2766,orf19.12847,-0.124528044,-0.543471956,1.040460803,0.393488791,0.546957849,N-acetylglucosamine transmembrane transporter activity///N-acetylglucosamine transmembrane transporter activity///N-acetylglucosamine transmembrane transporter activity,integral component of membrane///plasma membrane///plasma membrane///membrane,transmembrane transport///N-acetylglucosamine transport///N-acetylglucosamine transport///N-acetylglucosamine transport,NA,Contig20227:complement(46137..44629),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2767,orf19.10228,0.688752716,-0.406752716,1.040238849,0.393559252,0.54701799,D-loop DNA binding///Y-form DNA binding///double-stranded DNA binding///four-way junction DNA binding,nuclear chromosome///MutSgamma complex,reciprocal meiotic recombination,MSH5,Contig20158:complement(99566..97848),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2768,orf19.9831,0.16833049,0.522669511,1.037479204,0.394436618,0.547594214,NA,NA,NA,NA,Contig20146:complement(3927..1),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2769,orf19.10683,0.009266129,0.234733871,1.036544251,0.394734411,0.547884355,calcium ion binding,cellular_component,biological_process,SSP120,Contig20170:27660..28340,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2770,orf19.10555,0.076191079,0.296808921,1.033416983,0.395732491,0.548976487,nucleotide binding///poly(A) binding///promoter-specific chromatin binding///protein kinase A catalytic subunit binding///ribonuclease inhibitor activity,ribosome///cytoplasmic stress granule///nucleus///post-mRNA release spliceosomal complex///cytoplasm,regulation of translational initiation///positive regulation of exoribonuclease activity///negative regulation of nuclear-transcribed mRNA poly(A) tail shortening///regulation of nuclear-transcribed mRNA poly(A) tail shortening///mRNA 3'-end processing///negative regulation of exoribonuclease activity,PAB1,Contig20163:208860..210749,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2771,orf19.10998,0.079431382,-0.246681382,1.031788606,0.396253423,0.549509659,structural constituent of ribosome,hyphal cell wall///nucleus///cytosol///cytosolic large ribosomal subunit,translation,RPL23,Contig20181:18762..19109,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2772,orf19.8706,-0.001247198,-0.179752802,1.030869952,0.396547681,0.549766118,molecular_function,cellular_component,biological_process,NA,Contig20093:complement(12673..12281),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2773,orf19.11703,0.142412181,-0.073912181,1.029217005,0.397077821,0.550311449,molecular_function,TRC complex,protein insertion into ER membrane///posttranslational protein targeting to endoplasmic reticulum membrane,NA,Contig20202:16605..17588,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2774,orf19.12270,-0.057661394,-0.418588606,1.028023311,0.39746121,0.550653091,inorganic diphosphatase activity///magnesium ion binding///inorganic diphosphatase activity,mitochondrion,phosphate-containing compound metabolic process///aerobic respiration,PPA2,Contig20215:194313..195287,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2775,orf19.13392,-0.063613084,-0.277636916,1.027805108,0.397531341,0.550712323,molecular_function,cellular_component,biological_process,NA,Contig20236:223409..225166,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2776,orf19.11751,-0.008065601,-0.269934399,1.027305696,0.397691911,0.55085889,histone binding///double-stranded DNA binding///enzyme activator activity,chromatin,mitotic G1 DNA damage checkpoint///DNA repair///DNA damage checkpoint///negative regulation of DNA strand resection involved in replication fork processing///nucleotide-excision repair///double-strand break repair///G1 DNA damage checkpoint///intra-S DNA damage checkpoint///positive regulation of transcription by RNA polymerase II///regulation of cell cycle///cellular response to DNA damage stimulus///DNA damage checkpoint///DNA damage checkpoint///hyphal growth,RAD9,Contig20202:complement(111849..109480)///Contig20202:complement(113012..111846),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2777,orf19.8553,0.574999189,-0.211499189,1.026971409,0.397799435,0.550884144,molecular_function,cellular_component,biological_process,NA,Contig20080:complement(54955..53510),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2778,orf19.11702,-0.580326908,0.020173064,1.04159586,0.397863434,0.550884144,molecular_function,cellular_component,biological_process,NA,Contig20202:15232..16404,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2779,orf19.13359,-0.375767825,0.042767825,1.027150224,0.397741915,0.550884144,5'-3' DNA helicase activity///protein domain specific binding///5'-3' DNA/RNA helicase activity,site of double-strand break///nucleus///Nrd1 complex///nucleolar chromatin///nuclear chromatin///cytoplasm///replication fork,"DNA-templated transcription, termination///snRNA processing///transcription-coupled nucleotide-excision repair///termination of RNA polymerase II transcription///mRNA 3'-end processing///rRNA processing///mRNA polyadenylation///regulation of transcription from RNA polymerase II promoter in response to DNA damage///tRNA processing///cell redox homeostasis///DNA-dependent DNA replication maintenance of fidelity///snoRNA 3'-end processing",SEN1,Contig20236:complement(159327..153271),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2780,orf19.8170,0.222387703,-0.036637703,1.026652233,0.397902132,0.550884144,molecular_function,cellular_component,biological_process,NA,Contig20053:complement(125404..124607),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2781,orf19.10471,0.157419183,-0.095169183,1.026373918,0.397991709,0.550932711,molecular_function,cellular_component,biological_process,NA,Contig20163:56153..56728,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2782,orf19.10754,0.196539958,-0.087039958,1.025630237,0.398231186,0.551112508,molecular_function,mitochondrion///cytoplasm,mitochondrial respiratory chain complex assembly,NA,Contig20172:70892..71311,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2783,orf19.7818,0.017468725,0.195281275,1.02536166,0.398317716,0.551194335,molecular_function,cellular_component,biological_process,NA,Contig20044:complement(9302..6885),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2784,orf19.9738,-0.091265266,-0.246484734,1.024481366,0.398601489,0.551435279,glutamate dehydrogenase (NAD+) activity///glutamate dehydrogenase (NAD+) activity,cytosol,oxidation-reduction process///glutamate catabolic process to 2-oxoglutarate///cellular amino acid metabolic process///nitrogen compound metabolic process,GDH2,Contig20141:complement(61768..58598),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2785,orf19.12965,0.007635505,-0.214135505,1.024503817,0.398594249,0.551435279,aminomethyltransferase activity///glycine dehydrogenase (decarboxylating) activity///glycine dehydrogenase (decarboxylating) activity,cytoplasm,glycine catabolic process///glycine metabolic process///one-carbon metabolic process,GCV1,Contig20230:complement(15153..13969),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2786,orf19.11773,0.193706535,0.156043465,1.023782416,0.398826982,0.551595485,protein serine/threonine kinase inhibitor activity///protein kinase regulator activity///protein serine/threonine kinase activator activity///protein kinase regulator activity///protein kinase regulator activity///protein kinase regulator activity,CURI complex///protein kinase CK2 complex///UTP-C complex///protein kinase CK2 complex///protein kinase CK2 complex///protein kinase CK2 complex,negative regulation of transcription by RNA polymerase II///peptidyl-threonine phosphorylation///regulation of transcription by RNA polymerase III///peptidyl-serine phosphorylation///protein phosphorylation///regulation of transcription by RNA polymerase I///cellular response to DNA damage stimulus///protein phosphorylation///protein phosphorylation///cellular response to drug,CKB2,Contig20202:147558..148361,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2787,orf19.11984,-0.39526078,0.42901078,1.023270122,0.398992356,0.551710403,molecular_function,cellular_component,biological_process,NA,Contig20208:complement(40417..39671),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2788,orf19.13170,-0.078020264,-0.188729737,1.021753083,0.399482567,0.552198449,structural constituent of ribosome///structural constituent of ribosome,mitochondrial small ribosomal subunit,translation,MRP4,Contig20233:complement(88844..87462),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2789,orf19.13114,0.152062926,0.009437074,1.020500942,0.399887738,0.552606613,molecular_function,integral component of membrane///endoplasmic reticulum///plasma membrane,intracellular protein transport,YET1,Contig20231:50168..50890,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2790,orf19.11059,-0.196181055,-0.360318945,1.01986404,0.400094023,0.552718358,magnesium ion binding///potassium ion binding///pyruvate kinase activity///pyruvate kinase activity///pyruvate kinase activity,intracellular///cytoplasm///yeast-form cell wall///hyphal cell wall///cell surface///plasma membrane,canonical glycolysis///pyruvate metabolic process///pyruvate biosynthetic process///glycolytic process///glycolytic process///induction by symbiont of host defense response///cellular response to starvation///filamentous growth of a population of unicellular organisms in response to starvation///cellular response to biotic stimulus///filamentous growth of a population of unicellular organisms in response to biotic stimulus///filamentous growth///glycolytic process,CDC19,Contig20183:95571..97085,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2791,orf19.9207,-0.600668078,0.203918078,1.016119703,0.401309417,0.553924306,oxidoreductase activity,cellular_component,oxidation-reduction process,NA,Contig20123:75196..76362,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2792,orf19.10072,-0.030651776,-0.180098224,1.014806948,0.401736606,0.554437861,MAP kinase serine/threonine phosphatase activity///magnesium-dependent protein serine/threonine phosphatase activity///protein serine/threonine phosphatase activity///protein serine/threonine phosphatase activity,nucleus///cytoplasm///cytoplasm///mitochondrion,cellular response to carbon dioxide///peptidyl-threonine dephosphorylation///negative regulation of endoplasmic reticulum unfolded protein response///protein dephosphorylation///inactivation of MAPK activity///regulation of cyclin-dependent protein serine/threonine kinase activity///protein dephosphorylation,PTC2,Contig20151:27909..29681,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2793,orf19.11872,-0.358802975,-0.173447026,1.014006612,0.401997321,0.554645457,molecular_function,cellular_component,biological_process,NA,Contig20203:97920..99755,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2794,orf19.13296,0.191475789,0.048274211,1.013429406,0.40218548,0.554867005,SNAP receptor activity,fungal-type vacuole membrane///SNARE complex,"vesicle fusion///autophagosome maturation///vesicle docking///vesicle fusion with vacuole///vacuole fusion, non-autophagic///piecemeal microautophagy of the nucleus///vacuole inheritance///filamentous growth///hyphal growth",NA,Contig20236:43949..44809,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2795,orf19.10409,-0.693202292,-0.185047708,1.01315191,0.402275977,0.554936303,ATP binding,mitochondrial inner membrane,cellular response to oxidative stress///protein quality control for misfolded or incompletely synthesized proteins,AFG1,Contig20162:56255..57886,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2796,orf19.11664,-0.08357357,-0.26792643,1.011712964,0.402745648,0.555437052,lipid transfer activity,ERMES complex///integral component of endoplasmic reticulum membrane///mitochondrial outer membrane,mitochondrion-endoplasmic reticulum membrane tethering///protein insertion into mitochondrial outer membrane///phospholipid transport///mitochondrial outer membrane translocase complex assembly///mitochondrial genome maintenance///aminophospholipid transport///mitochondrion organization,MMM1,Contig20200:51236..52555,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2797,orf19.10975,-0.052939371,0.241439371,1.010467112,0.403152839,0.555934692,molecular_function,anaphase-promoting complex,regulation of mitotic metaphase/anaphase transition///anaphase-promoting complex-dependent catabolic process,NA,Contig20177:complement(34566..34219),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2798,orf19.11722,-0.126190127,0.147940127,1.00941304,0.403497744,0.556372164,molecular_function,cellular_component,biological_process,NA,Contig20202:complement(59320..58373),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2799,orf19.7688,-0.150342598,0.088842598,1.008795152,0.403700093,0.556574872,actin filament binding///protein-macromolecule adaptor activity,actin cortical patch,mitotic cytokinesis///actin filament organization///actin cytoskeleton organization///actin crosslink formation,SCP1,Contig20014:complement(867..277),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2800,orf19.8703,0.225040666,0.493709335,1.006603212,0.40441893,0.557174428,molecular_function,cellular_component,biological_process,NA,Contig20093:7174..9624,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2801,orf19.9945,0.072629828,0.165870172,1.006205994,0.404549364,0.557211069,ATP binding///RNA binding///aspartate-tRNA ligase activity///aspartate-tRNA ligase activity,nucleus///cytoplasm///cytoplasm,aspartyl-tRNA aminoacylation///aspartyl-tRNA aminoacylation,DPS1,Contig20148:complement(46512..44776),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2802,orf19.7847,-0.074455795,0.419455795,1.00368091,0.405379736,0.558097935,molecular_function,TORC2 complex,regulation of cell growth///fungal-type cell wall organization///establishment or maintenance of actin cytoskeleton polarity,AVO2,Contig20045:complement(38169..36178),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
